bookID,isbn13,title,authors,average_rating,language_code,  num_pages,ratings_count,text_reviews_count,Date
31814,9780764551536,Philosophy for Dummies,Tom Morris,3.65,eng,361,532,47,1999-09-17
31818,9780156717205,The Philosophy of Andy Warhol (From A to B and Back Again),Andy Warhol,3.74,eng,272,33697,402,1977-04-06
31819,9780812694550,Harry Potter and Philosophy: If Aristotle Ran Hogwarts,David Baggett/Shawn E. Klein,4.48,eng,243,11422,78,2004-09-10
31822,9780534543648,Philosophy of Religion: An Anthology,Louis P. Pojman,3.94,en-US,582,97,7,2002-05-07
31823,9780826468956,A History of Philosophy 1: Greece and Rome,Frederick Charles Copleston,4.1,en-GB,544,20,4,2003-06-01
31826,9780631186274,Western Philosophy: An Anthology,John Cottingham,4.04,eng,656,71,7,1996-11-14
31833,9780812695830,Star Wars and Philosophy: More Powerful than You Can Possibly Imagine,Kevin S. Decker/Jason T. Eberl/William Irwin/George Lucas/William O. Stephens/Walter Ritoku Robinson/Richard H. Dees/Judith A. Barad/Elizabeth F. Cooke/Richard Hanley/Jerold J. Abrams/Robert Arp/Jan-Erik Jones,4.05,eng,227,1774,35,2005-03-23
31836,9780812696110,Bullshit and Philosophy,Gary L. Hardcastle/George A. Reisch,3.68,en-US,288,72,9,2006-10-25
31837,9780140447804,The Consolation of Philosophy,Boethius/Victor Watts,3.98,eng,192,8318,373,1999-11-25
31839,9780195145816,Philosophy of Mind: Classical and Contemporary Readings,David J. Chalmers,4.08,eng,675,435,14,2002-07-25
31842,9780812696011,The Undead and Philosophy: Chicken Soup for the Soulless,Richard V. Greene/K. Silem Mohammad,3.7,en-US,288,196,18,2006-08-29
31849,9780226066660,Philosophy in a Time of Terror: Dialogues with Jürgen Habermas and Jacques Derrida,Jürgen Habermas/Jacques Derrida/Giovanna Borradori,3.89,eng,208,439,17,2004-09-01
31851,9780199296095,An Introduction to Political Philosophy,Jonathan Wolff,4.11,eng,215,767,44,2006-03-01
31853,9780691019581,A Source Book in Indian Philosophy,Sarvepalli Radhakrishnan/Charles Alexander Moore/Kapila/Nandalal Sinha/Kautilya/R. Shamasastry/Manu/Georg Bühler/Patañjali/Rama Prasada/Nāgārjuna/Hermann Oldenberg/Susumu Yamaguchi/Ganganatha Jha/Ramanuja/George Thibaut/Pratap Chandra Ray/Edward J. Thomas,4.13,eng,720,148,7,1967-04-21
31854,9780415327732,Philosophy: The Basics,Nigel Warburton,3.84,eng,169,830,70,2004-07-01
31855,9780789430748,A Young Person's Guide To Philosophy,Jeremy Weate/Peter Lawman,3.92,eng,64,58,8,1998-09-21
31856,9780465056743,Philosophy in the Flesh: The Embodied Mind and its Challenge to Western Thought,George Lakoff/Mark  Johnson,4.07,eng,640,1145,56,1999-10-08
31860,9780521654081,Practical Philosophy,Immanuel Kant/Mary J. Gregor,4.1,eng,704,288,3,1999-12-08
31862,9780872204201,Discourse on Method and Meditations on First Philosophy,René Descartes/Donald A. Cress,3.71,eng,103,24689,326,1999-06-15
31864,9780872207806,Readings in Classical Chinese Philosophy,Philip J. Ivanhoe/Bryan W. Van Norden,3.99,eng,416,341,21,2005-12-01
31868,9780495128441,Logic and Philosophy: A Modern Introduction,Alan Hausman/Paul Tidman,3.78,eng,525,9,0,2006-06-01
31871,9780226777108,History of Political Philosophy,Leo Strauss/Joseph Cropsey,4.17,eng,980,441,27,1987-11-30
31875,9780674013735,What Is Ancient Philosophy?,Pierre Hadot/Michael Chase,4.19,eng,384,400,42,2004-03-15
31876,9780803272712,Lectures on the History of Philosophy 1: Greek Philosophy to Plato,Georg Wilhelm Friedrich Hegel/E.S. Haldane/Frederick C. Beiser,4.05,en-GB,487,54,5,1995-06-01
31878,9780812694093,Seinfeld and Philosophy,William Irwin,3.5,en-US,224,914,50,1999-08-20
31880,9780130422538,Introduction to the Philosophies of Research and Criticism in Education and the Social Sciences,James   Paul,2.75,eng,360,4,1,2004-10-18
31881,9781840465761,Introducing Philosophy,Dave Robinson/Chris Garratt/Judy Groves,3.56,en-GB,176,241,21,2000-08-08
31882,9780812695021,The Matrix and Philosophy: Welcome to the Desert of the Real,William Irwin/Gerald J. Erion/Barry  Smith/Carolyn Korsmeyer/Jonathan J. Sanford/Jason Holt/Theodore Schick Jr./Gregory Bassham/James Lawler/David Mitsuo Nixon,3.91,eng,280,1947,71,2002-08-28
31891,9780415267632,A Short History of Modern Philosophy (Routledge Classics),Roger Scruton,3.8,eng,328,348,23,2001-11-11
31894,9780198752721,Ancient Philosophy,Anthony Kenny,3.98,eng,341,260,20,2006-11-30
31898,9780812694536,Woody Allen and Philosophy: [You Mean My Whole Fallacy Is Wrong?],Mark T. Conard/Aeon J. Skoble/Tom Morris/William Irwin,3.75,eng,250,293,9,2004-08-09
31899,9780898702620,Three Philosophies of Life: Ecclesiastes—Life As Vanity  Job—Life As Suffering  Song of Songs—Life As Love,Peter Kreeft,4.3,eng,140,437,52,1990-06-01
31904,9780136626282,Philosophy of Religion,John Harwood Hick,3.68,en-US,160,180,11,1989-11-20
31910,9780140448153,Early Greek Philosophy,Jonathan Barnes,4.09,eng,336,2088,44,2002-09-26
31911,9780198782742,Contemporary Political Philosophy,Will Kymlicka,4,eng,512,594,17,2001-10-25
31912,9780812695311,Buffy the Vampire Slayer and Philosophy: Fear and Trembling in Sunnydale,James B. South/William Irwin,4.06,eng,335,2519,85,2003-03-13
31916,9780415356299,Philosophy: The Classics,Nigel Warburton,3.89,eng,257,337,26,1998-07-09
31917,9780195325928,The Oxford Handbook of Philosophy of Mathematics and Logic,Stewart Shapiro,4.25,eng,832,19,1,2007-03-01
31923,9780875428321,Three Books of Occult Philosophy,Cornelius Agrippa/Donald Tyson,4.1,eng,1024,1245,28,1992-01-08
31925,9780316013345,Philosophy Made Simple,Robert Hellenga,3.39,eng,304,501,84,2007-03-01
31929,9780198752127,The Philosophy of Biology,David L. Hull/Michael Ruse,3.89,eng,784,14,3,1998-08-27
31938,9780451528308,Ten Great Works of Philosophy,Robert Paul Wolff/René Descartes/David Hume/Immanuel Kant/John Stuart Mill/William  James/Plato/Aristotle/Anselm of Canterbury/Thomas Aquinas/Various,3.74,en-US,592,95,11,2002-03-01
31947,9780691020167,Philosophy and the Mirror of Nature,Richard M. Rorty,4.01,eng,424,2815,48,1981-01-21
31960,9780618251322,The Best American Sports Writing 2003,Buzz Bissinger/Glenn Stout/Elizabeth Gilbert/Bill Plaschke/Gary Smith/Michael J. Agovino,3.87,eng,352,53,2,2003-10-10
31968,9780060838638,Walking the Bible: A Journey by Land Through the Five Books of Moses,Bruce Feiler,3.87,eng,451,2539,331,2005-08-02
31974,9780596009410,Mac OS X: Tiger Edition (The Missing Manual),David Pogue,3.79,eng,864,96,6,2005-07-19
31975,9780785116776,Astonishing X-Men  Volume 2: Dangerous,Joss Whedon/John Cassaday,4.19,eng,152,10769,282,2007-06-27
31976,9780744001402,FINAL FANTASY X Official Strategy Guide,Dan Birlew,4.29,eng,272,388,10,2001-12-17
31978,9780785120193,Ultimate X-Men  Vol. 14: Phoenix?,Robert Kirkman/Ben Oliver/Tom Raney,3.7,eng,144,1409,28,2006-10-04
31979,9780785115311,Astonishing X-Men  Volume 1: Gifted,Joss Whedon/John Cassaday,4.17,eng,152,24262,557,2006-05-10
31980,9780374131944,Cross-X,Joe  Miller,3.8,eng,480,189,40,2006-10-03
31981,9780785117599,Astonishing X-Men  Volume 3: Torn,Joss Whedon/John Cassaday,4.24,eng,152,8900,241,2007-02-14
31983,9781569319499,X/1999  Volume 01: Prelude,CLAMP,3.96,eng,200,3138,68,2003-04-30
31985,9781569319505,X/1999  Volume 02: Overture,CLAMP/Fred Burke,4.03,en-US,192,1092,10,2003-04-30
31992,9789861146096,鋼之鍊金術師 1,Hiromu Arakawa/荒川弘/方郁仁,4.5,zho,183,9,1,2004-06-01
31993,9789861146140,鋼之鍊金術師 6,Hiromu Arakawa/荒川弘/方郁仁,4.58,zho,191,5,0,2004-06-02
31994,9789861156538,鋼之鍊金術師 10,Hiromu Arakawa/荒川弘/方郁仁,4.6,zho,188,3,0,2005-03-23
31995,9789861146126,鋼之鍊金術師 4,Hiromu Arakawa/荒川弘/方郁仁,4.55,zho,189,5,0,2004-06-02
31996,9789861156521,鋼之鍊金術師 9,Hiromu Arakawa/荒川弘/方郁仁,4.57,zho,184,4,0,2004-12-16
31997,9789861146133,鋼之鍊金術師 5,Hiromu Arakawa/荒川弘/方郁仁,4.56,zho,189,6,0,2004-06-02
31998,9789861146102,鋼之鍊金術師 2,Hiromu Arakawa/荒川弘/方郁仁,4.52,zho,185,5,0,2004-06-01
31999,9789861146157,鋼之鍊金術師 7,Hiromu Arakawa/荒川弘/方郁仁,4.57,zho,191,5,0,2004-06-12
32016,9781581344493,The Gospel According to Job,Mike Mason,4.46,eng,448,138,19,2002-10-03
32039,9780240805412,Avid Editing: A Guide for Beginning and Intermediate Users,Sam Kauffmann,3.83,en-US,414,5,0,2003-03-17
32053,9781853264177,The Complete Poems (Poetry Library),D.H. Lawrence,4.01,eng,704,1564,25,1994-08-05
32060,9780670000968,Complete Short Stories  Vol 2,D.H. Lawrence,4.03,en-GB,303,85,8,1961-07-10
32065,9780141180304,D.H. Lawrence and Italy: Twilight in Italy/Sea and Sardinia/Etruscan Places,D.H. Lawrence,3.68,eng,512,199,12,1997-07-01
32070,9780140186574,The Complete Poems,D.H. Lawrence/Vivian de Sola Pinto/Warren Roberts,4.01,eng,1088,62,3,1994-01-01
32071,9780375753732,Sons and Lovers,D.H. Lawrence/Geoff Dyer,3.63,eng,654,39333,1250,1999-08-17
32075,9780521294300,The Woman Who Rode Away and Other Stories,D.H. Lawrence/Christa Jansohn,3.49,eng,556,27,1,2002-08-08
32078,9780156031547,Amnesia Moon,Jonathan Lethem,3.49,eng,256,2953,230,2005-08-08
32080,9780195098310,Paul Revere's Ride,David Hackett Fischer,4.12,eng,464,3907,208,1995-04-19
32082,9780195121216,The Great Wave: Price Revolutions and the Rhythm of History,David Hackett Fischer,3.97,eng,552,204,33,1999-11-11
32083,9780195023664,Growing Old in America: The Bland-Lee Lectures Delivered at Clark University,David Hackett Fischer,4.06,eng,252,17,1,1978-04-01
32094,9780231121910,Nathaniel Hawthorne: The Scarlet Letter: Essays  Articles  Reviews,Elmer Kennedy-Andrews,3.38,eng,192,172,10,2000-12-27
32096,9780449910832,The All-True Travels and Adventures of Lidie Newton,Jane Smiley,3.57,eng,452,2149,256,1998-12-29
32097,9780385721875,The Age of Grief,Jane Smiley,3.81,eng,224,1389,123,2002-06-11
32099,9781400033171,A Year at the Races: Reflections on Horses  Humans  Love  Money  and Luck,Jane Smiley,3.9,eng,304,696,49,2005-04-19
32102,9780373771660,Venetia,Georgette Heyer,4.1,eng,364,10067,789,2006-10-24
32103,9780099474463,Lady of Quality,Georgette Heyer,3.88,eng,267,5927,458,2005-06-02
32104,9780099476337,False Colours,Georgette Heyer,3.86,eng,303,4457,330,2005-06-02
32105,9780373836086,Sylvester,Georgette Heyer/Joan Wolf,4.11,eng,410,10231,636,2004-04-23
32106,9780099474425,The Convenient Marriage,Georgette Heyer,3.68,eng,272,9272,861,2005-01-06
32107,9780099476351,Sprig Muslin,Georgette Heyer,3.81,eng,268,5030,406,2005-06-02
32108,9780099474395,The Talisman Ring,Georgette Heyer,4.02,eng,268,5550,478,2005-01-06
32110,9780099474388,The Nonesuch,Georgette Heyer,4.04,eng,304,7204,460,2005-01-06
32111,9780373835492,The Foundling,Georgette Heyer/Kay Hooper,3.87,eng,406,3716,270,2003-03-25
32113,9780099283225,Ali and Nino,Kurban Said/Jenia Graman,3.92,eng,237,147,22,2000-10-05
32115,9783548601311,Ali und Nino,Kurban Said,3.92,ger,304,39,2,2002-02-01
32121,9780755321360,Last Rights (Francis Hancock #1),Barbara Nadel,3.53,eng,352,132,15,2006-01-02
32122,9781933397498,Belshazzar's Daughter (Inspector Ikmen #1),Barbara Nadel,3.51,eng,448,772,99,2006-10-01
32124,9780747267195,Deep Waters (Cetin Ikmen  #4),Barbara Nadel,3.99,eng,448,301,24,2002-07-01
32125,9780755321384,After the Mourning (Francis Hancock #2),Barbara Nadel,3.42,eng,352,104,11,2006-12-28
32129,9781570671043,Spiritual Midwifery,Ina May Gaskin,4.38,eng,482,5166,429,2002-01-01
32130,9781570671814,Monday Night Class,Stephen Gaskin,3.89,en-US,191,59,4,2005-07-31
32137,9780380731220,Summer of the Dragon,Elizabeth Peters,3.92,eng,352,2419,102,2001-03-06
32138,9780380731152,Devil May Care,Elizabeth Peters,3.87,eng,352,2233,109,2001-09-04
32139,9780380731954,The Deeds of the Disturber (Amelia Peabody  #5),Elizabeth Peters,4.05,eng,389,12389,364,2000-01-05
32144,9780786710652,The Mammoth Book of Egyptian Whodunnits,Mike Ashley/Elizabeth Peters/Lynda S. Robinson/Lauren Haney,3.91,eng,512,161,9,2002-09-20
32154,9781933615035,The Best American Classics,Cook's Illustrated Magazine/John  Burgoyne,4.14,eng,421,35,4,2006-09-01
32155,9780936184920,Cook's Illustrated 2005 (Cook's Illustrated Annuals),Cook's Illustrated Magazine,4.57,eng,206,37,1,2005-11-15
32160,9780936184722,Cook's Illustrated 2003 (Cook's Illustrated Annuals),Cook's Illustrated Magazine,4.69,eng,212,26,0,2003-11-15
32165,9780964017931,Cook's Illustrated 1995 (Cook's Illustrated Annuals),Cook's Illustrated Magazine,4.53,eng,232,15,1,1995-12-01
32181,9780006511779,Zelda's Cut,Philippa Gregory,2.94,eng,432,65,12,2001-02-01
32184,9780375806155,Thanksgiving on Thursday (Magic Tree House  #27),Mary Pope Osborne/Salvatore Murdocca,3.85,eng,73,6361,209,2002-09-24
32185,9781421506746,Rurouni Kenshin  Volume 27,Nobuhiro Watsuki,4.38,eng,192,1598,22,2006-06-06
32186,9781591164593,Ranma 1/2  Vol. 27 (Ranma ½ (US 2nd)  #27),Rumiko Takahashi,4.09,eng,200,891,13,2004-08-10
32189,9781580070911,Sukhoi Su-27 Flanker (WarbirdTech  #42),Yefim Gordon/Peter Davison,3,eng,104,6,0,2006-04-01
32197,9780486256078,1001 Illuminated Initial Letters: 27 Full-Color Plates,Owen    Jones,3.46,eng,32,11,1,1988-04-01
32199,9780843945195,Gold Rage (Wilderness  #27),David   Robbins/David Thompson,4.31,eng,170,16,0,1999-05-01
32202,9789875661707,Asfixia,Chuck Palahniuk,3.7,eng,336,47,2,2006-09-01
32213,9780373713011,Expectant Father,Melinda Curtis,3.6,eng,304,40,2,2011-12-15
32226,9780804119436,Horse Heaven,Jane Smiley,3.88,eng,640,4583,328,2003-08-26
32234,9780316182546,White Oleander,Janet Fitch,3.96,eng,446,301784,6170,2001-09-01
32241,9780380784912,The Night Remembers (Night  #1),Kathleen Eagle,3.79,eng,355,228,25,1998-06-01
32254,9780345476999,The Mephisto Club (Rizzoli & Isles  #6),Tess Gerritsen,4.02,eng,355,27697,1190,2006-09-12
32255,9780345476982,Vanish (Rizzoli & Isles  #5),Tess Gerritsen,4.12,eng,401,46863,1157,2006-08-29
32256,9780373771721,Call After Midnight & Under The Knife,Tess Gerritsen,3.99,en-US,555,249,20,2006-04-25
32257,9780553815023,The Sinner (Rizzoli & Isles  #3),Tess Gerritsen,4.13,eng,419,33678,1099,2005-01-17
32258,9780345458940,Body Double (Rizzoli & Isles  #4),Tess Gerritsen,4.17,en-US,432,36595,1205,2005-07-26
32262,9780671553043,Life Support,Tess Gerritsen,3.99,eng,400,11151,352,1998-08-01
32264,9781400062454,The Family that Couldn't Sleep,D.T. Max,3.91,eng,299,4568,350,2006-09-05
32275,9780465069903,River Out of Eden: A Darwinian View of Life,Richard Dawkins/Lalla Ward,3.98,en-US,172,5891,192,1996-08-23
32276,9780345346292,Dragons of Eden: Speculations on the Evolution of Human Intelligence,Carl Sagan,4.18,eng,271,15444,475,1986-12-12
32277,9781593074067,Eden: It's an Endless World  Volume 1 (Eden: It's an Endless World  #1),Hiroki Endo,3.97,eng,216,1848,66,2005-11-15
32281,9780395877432,Demonic Males: Apes and the Origins of Human Violence,Richard W. Wrangham/Dale Peterson,4.03,en-US,368,686,64,1997-11-14
32286,9780822953319,A Mad People's History of Madness,Dale Peterson,4.33,eng,384,9,0,1982-03-15
32289,9780743202411,A Primate's Memoir: A Neuroscientist's Unconventional Life Among the Baboons,Robert M. Sapolsky,4.35,eng,304,5040,590,2002-03-12
32295,9780875526027,Blame It on the Brain: Distinguishing Chemical Imbalances  Brain Disorders  and Disobedience,Edward T. Welch,4.05,eng,204,534,50,1998-06-01
32298,9781595328403,Blame!  Vol. 7,Tsutomu Nihei,4.3,eng,210,785,13,2007-02-01
32300,9780679887430,The Berenstain Bears and the Blame Game,Stan Berenstain/Jan Berenstain,3.87,en-US,32,745,28,1997-10-07
32302,9781595328410,Blame!  Vol. 8,Tsutomu Nihei,4.26,eng,216,762,13,2007-05-01
32303,9780415926300,The New Don't Blame Mother: Mending the Mother-Daughter Relationship,Paula J. Caplan,3.88,eng,320,5,0,2000-03-25
32307,9780765315083,Blame It on Paris,Laura Florand,3.53,eng,384,358,63,2006-10-03
32313,9780099493679,No Wind of Blame (Inspector Hemingway #1),Georgette Heyer,3.78,eng,352,96,17,2006-09-07
32316,9781571458681,Uncle John's Presents Blame It on the Weather: Amazing Weather Facts,David W. Phillips/Michael Parfit/Suzanne Chisholm/Bathroom Readers' Institute,3.57,eng,240,7,1,2002-11-01
32317,9780553285550,Who's To Blame (Sweet Valley High  #66),Francine Pascal/Kate William,3.36,eng,152,406,5,1990-06-01
32323,9782723431026,Blame! #1,Tsutomu Nihei,4.1,fre,245,18,5,2000-03-20
32328,9780345492791,Air Gear  Vol. 2 (Air Gear  #2),Oh! Great/大暮 維人,4.04,eng,224,686,8,2006-10-31
32329,9780345492807,Air Gear  Vol. 3 (Air Gear  #3),Oh! Great/大暮 維人,4.09,eng,224,609,3,2007-01-30
32330,9780345492784,Air Gear  Vol. 1 (Air Gear  #1),Oh! Great/大暮 維人,3.92,eng,224,1875,37,2006-07-25
32331,9780345492814,Air Gear  Vol. 4 (Air Gear  #4),Oh! Great/大暮 維人,4.07,en-GB,224,467,2,2007-05-01
32338,9780765804716,Fire in the Minds of Men: Origins of the Revolutionary Faith,James H. Billington,4.54,eng,677,96,9,1980-01-01
32349,9780060723514,Mutant Message Down Under,Marlo Morgan,3.79,eng,187,11224,1249,2004-05-25
32350,9781932442526,Mutants & Masterminds: RPG,Steve Kenson/Ramón Pérez,3.81,eng,253,305,8,2005-11-01
32351,9780142004821,Mutants: On Genetic Variety and the Human Body,Armand Marie Leroi,4.05,eng,448,3040,200,2005-01-25
32353,9780785121947,The New Mutants Classic  Vol. 1,Chris Claremont/Bob McLeod,3.75,eng,240,697,43,2006-05-03
32358,9781556523984,James Dean: The Mutant King: A Biography,David Dalton,4.07,eng,384,491,29,2001-09-01
32370,9780312423797,Dry,Augusten Burroughs,4.03,eng,293,77100,3112,2004-04-01
32373,9780936197449,Yes  Your Teen Is Crazy!: Loving Your Kid Without Losing Your Mind,Michael J. Bradley,4.29,en-US,332,792,138,2002-11-08
32386,9788495311788,El Retrato De Dorian Gray,Oscar Wilde,4.08,spa,251,43,5,2006-04-07
32396,9780743485043,Henry IV  Part 1,William Shakespeare/Barbara A. Mowat/Paul Werstine,3.83,eng,336,1604,146,2005-01-01
32398,9780743485050,Henry IV  Part 2,William Shakespeare/Barbara A. Mowat/Paul Werstine,3.8,eng,400,692,89,2006-01-01
32400,9780141016702,Henry IV  part II,William Shakespeare,3.8,eng,336,22,4,2005-04-26
32401,9781904271062,King Henry IV  Part 2,William Shakespeare/Arthur Raleigh Humphreys,3.8,eng,336,262,21,1967-10-12
32408,9788838461132,Piccole donne,Louisa May Alcott/Jame's Prunier/Laura Cangemi,3.98,ita,288,83,5,2001-04-15
32410,9780393979312,I Henry IV,William Shakespeare/Gordon McMullan,3.83,en-US,432,89,11,2003-04-22
32413,9780714541105,Collected Plays: Henry IV  The Man with the Flower in His Mouth  Right You Are,Luigi Pirandello/Henry Reed,3.92,eng,236,12,1,1987-07-01
32414,9780321182746,Henry IV  Parts I & II,William Shakespeare/Ronald K. Levao,3.85,en-US,400,58,2,2006-12-01
32417,9780451217417,Black Sunday,Thomas  Harris,3.6,eng,311,6969,173,2005-11-01
32418,9780099297703,Hannibal (Hannibal Lecter  #3),Thomas  Harris,3.76,eng,564,71712,2120,2000-05-18
32419,9780434009053,The Hannibal Lecter Trilogy,Thomas  Harris,4.42,eng,1222,808,29,2005-11-03
32421,9780553588255,Velocity,Dean Koontz,3.86,eng,460,53394,1527,2006-04-25
32422,9780425203897,Hideaway,Dean Koontz,3.84,eng,413,30539,453,2005-07-05
32424,9780425192030,Lightning,Dean Koontz,4.06,eng,384,49312,1644,2003-09-02
32426,9780553582901,Icebound,David Axton/Dean Koontz,3.76,eng,408,17062,358,2000-09-05
32427,9780517064870,The Servants of Twilight / Darkfall / Phantoms,Dean Koontz/Leigh Nichols,4.24,eng,752,3336,24,1991-07-27
32428,9780425136980,Shadow Fires,Leigh Nichols/Dean Koontz,3.78,eng,528,9553,167,1993-06-01
32430,9780425195482,The Bad Place,Dean R. Koontz,3.9,eng,417,30574,519,2004-07-06
32432,9780553579758,Fear Nothing (Moonlight Bay  #1),Dean Koontz,4,eng,448,31462,833,1998-12-01
32433,9780425147511,The Key to Midnight,Dean Koontz/Leigh Nichols,3.95,eng,419,24594,239,1995-06-01
32434,9780425210758,Mr. Murder,Dean Koontz,3.76,eng,493,22577,448,2006-07-05
32435,9780425181102,Phantoms,Dean Koontz,3.94,eng,448,61123,1047,2002-02-05
32437,9780553584486,The Face,Dean Koontz,3.71,eng,649,18747,559,2004-04-27
32438,9780425099339,Shattered,Dean Koontz,3.9,eng,289,19637,228,1985-02-15
32439,9780553582918,Intensity,Dean Koontz,4.04,eng,436,65221,2345,2000-10-31
32441,9780553804812,The Good Guy,Dean Koontz,3.82,eng,386,29967,1317,2007-05-29
32443,9780425153970,The Eyes of Darkness,Leigh Nichols/Dean Koontz,3.88,eng,366,16242,298,1996-07-01
32446,9780451205421,The Door to December,Richard Paige/Dean Koontz,3.95,eng,518,32385,581,2002-06-01
32453,9780747236382,The Servants of Twilight,Leigh Nichols/Dean Koontz,3.83,eng,499,15666,209,1991-05-16
32456,9780425214596,Darkfall,Dean Koontz,3.82,eng,371,17016,364,2007-02-06
32461,9780312867577,Ghosts and Grisly Things,Ramsey Campbell/Jack Dann/Dennis Etchison,3.73,en-US,300,202,14,2001-10-11
32483,9781400075980,Shakespeare: The Biography,Peter Ackroyd,3.99,eng,608,1541,131,2006-11-14
32484,9780321272508,The Necessary Shakespeare,William Shakespeare,4.31,eng,896,91,10,2004-08-27
32487,9780385722148,Shakespeare After All,Marjorie Garber,4.38,eng,1008,852,62,2005-09-20
32488,9780385720854,Playing Shakespeare: An Actor's Guide,John   Barton/Luann Walther,4.35,eng,288,456,27,2001-08-21
32498,9780739312643,John Grisham Value Collection: A Time to Kill  The Firm  The Client,John Grisham/Michael Beck/Blair Brown/D.W. Moffett,4.5,eng,0,476,9,2004-06-01
32499,9780385339704,The Pelican Brief,John Grisham,4,eng,400,340714,1942,2006-04-25
32500,9780316154970,The Harry Bosch Novels  Volume 1: The Black Echo / The Black Ice / The Concrete Blonde (Harry Bosch #1-3),Michael Connelly,4.34,eng,794,2023,83,2001-10-22
32501,9780316734950,Echo Park (Harry Bosch  #12; Harry Bosch Universe  #16),Michael Connelly,4.12,eng,405,36333,1511,2006-10-09
32502,9780446607278,Angels Flight (Harry Bosch  #6; Harry Bosch Universe  #7),Michael Connelly,4.18,eng,454,33730,1309,2000-01-05
32503,9780316614566,The Harry Bosch Novels  Volume 2: The Last Coyote / Trunk Music / Angels Flight (Harry Bosch  #4-6),Michael Connelly,4.49,eng,821,2026,27,2003-11-03
32505,9780446699556,The Closers (Harry Bosch  #11; Harry Bosch Universe  #14),Michael Connelly,4.13,eng,432,29913,1282,2006-10-02
32506,9780446690454,The Poet (Jack McEvoy  #1; Harry Bosch Universe  #5),Michael Connelly,4.2,eng,510,64309,2025,2002-07-01
32507,9780446611626,Chasing the Dime,Michael Connelly,3.96,eng,448,26998,828,2003-09-01
32508,9780446612739,The Black Echo (Harry Bosch  #1; Harry Bosch Universe  #1),Michael Connelly,4.1,eng,482,125864,3198,2002-12-01
32509,9781853261404,Tales From Shakespeare,Charles Lamb/Mary Lamb/Arthur Rackham,3.96,eng,278,117,11,1994-08-05
32510,9780425213100,Shakespeare's Champion (Lily Bard  #2),Charlaine Harris,3.83,eng,214,13896,537,2006-12-05
32511,9780393050578,Will in the World: How Shakespeare Became Shakespeare,Stephen Greenblatt,3.94,en-US,430,421,70,2004-09-30
32514,9780671722876,Sonnets,William Shakespeare/Barbara A. Mowat/Paul Werstine,4.25,eng,391,701,41,2004-02-01
32516,9780425196991,Shakespeare's Trollop (Lily Bard  #4),Charlaine Harris,3.87,eng,194,12212,367,2004-05-04
32517,9780375509179,Shakespeare's Kitchen: Renaissance Recipes for the Contemporary Cook,Francine Segan/Tim Turner/Patrick O'Connell,4.01,eng,288,111,13,2003-10-14
32520,9780300085068,Sonnets,William Shakespeare/Stephen  Booth,4.25,eng,583,104,6,2000-07-11
32522,9780674637122,The Art of Shakespeare's Sonnets,Helen Vendler,4.3,eng,692,613,25,1999-11-01
32523,9780553804324,Hide (Detective D.D. Warren  #2),Lisa Gardner,4.16,eng,375,26891,1501,2007-01-30
32527,9780553584530,Alone (Detective D.D. Warren  #1),Lisa Gardner/Anna Fields,3.96,eng,451,44349,1850,2005-12-27
32530,9780553578683,The Third Victim (Quincy & Rainie  #2),Lisa Gardner,4.16,eng,384,24599,518,2001-01-30
32532,9780393320039,On Becoming a Novelist,John Gardner/Raymond Carver,4.11,eng,150,2316,204,1999-10-17
32533,9780679734031,The Art of Fiction: Notes on Craft for Young Writers,John Gardner,4,eng,224,5019,408,1991-06-04
32534,9780811216371,October Light,John Gardner/Tom Bissell,3.88,eng,399,843,61,2005-10-17
32537,9780393312874,Excellence,John W. Gardner,3.82,eng,176,49,8,1995-04-17
32540,9780878054893,Conversations with Bernard Malamud (Literary Conversations),J. Michael Lennon/Lawrence M. Lasher,4,eng,156,0,0,1991-04-28
32552,9781593080648,Essential Tales and Poems,Edgar Allan Poe/Benjamin F. Fisher,4.36,en-US,688,66382,109,2004-10-25
32558,9781883011383,Poetry  Tales and Selected Essays,Edgar Allan Poe/Gary Richard Thompson/G.R. Thompson/Patrick F. Quinn,4.41,eng,1520,170,13,1996-10-01
32560,9780805208733,The Complete Stories,Franz Kafka/Nahum N. Glatzer/John Updike,4.35,eng,488,168,12,1995-11-14
32561,9780805208863,The Sons,Franz Kafka/Edwin Muir/Willa Muir/Eithne Wilkins/Ernst Kaiser/Mark Anderson/Arthur S. Wensinger,3.95,eng,167,529,37,1989-08-05
32572,9781593081805,The Metamorphosis and Other Stories,Franz Kafka/Donna Freed/Jason Baker,4.03,eng,191,132,19,2004-09-20
32574,9780684194264,The Metamorphosis And Other Stories,Franz Kafka/Joachim Neugroschel,4.03,eng,227,61,6,1993-12-01
32576,9780671684020,Metamorphosis (Star Trek: The Next Generation),Jean Lorrah,3.72,eng,371,1399,49,1990-03-01
32578,9780851703688,Lolita,Richard Corliss,3.89,eng,96,475,23,1994-12-27
32579,9780679772552,Lolita: The Screenplay,Vladimir Nabokov,3.87,eng,240,281,18,1997-08-26
32581,9780679410430,Lolita,Vladimir Nabokov/Martin Amis,3.89,eng,335,1965,295,1993-03-09
32584,9780141186184,Mysteries,Knut Hamsun/Sverre Lyngstad,4.09,en-US,313,282,37,2001-01-01
32585,9780486431680,Hunger,Knut Hamsun/George Egerton,4.05,eng,134,28153,1372,2003-11-17
